year,old_name,new_name,reversed,note
2004.0,jd101,srmemory,NA,NA
2004.0,jd102,srmemoryp,NA,NA
2006.0,kd101,srmemory,NA,NA
2006.0,kd102,srmemoryp,NA,NA
2008.0,ld101,srmemory,NA,NA
2008.0,ld102,srmemoryp,NA,NA
2010.0,md101,srmemory,NA,NA
2010.0,md102,srmemoryp,NA,NA
2012.0,nd101,srmemory,NA,NA
2012.0,nd102,srmemoryp,NA,NA
2014.0,od101,srmemory,NA,NA
2014.0,od102,srmemoryp,NA,NA
